OBJECTID,SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
426,SALLOOMT RIVER,SALLOOMT RIVER,3403,52.39781275,-126.5377784,Stream,910-275583-317595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-30900-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,7552,BCD,HStr,BCD+HStr
427,SNOOTLI CREEK,SNOOTLI CREEK,969,52.37995087,-126.6387166,Stream,910-275583-179800-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-21500-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,51779,BCD,HStr,BCD+HStr
428,TALEOMEY RIVER,TALEOMEY RIVER,965,52.02671133,-126.6829454,Stream,910-260202-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-275900-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,51754,BCD,HStr,BCD+HStr
429,BIRKENHEAD RIVER,BIRKENHEAD RIVER,198,50.30637329,-122.6058331,Stream,100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-425100-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SP_1.3,CK-4,CK,Current,46101,LILL,GStr,LILL+GStr
430,GREEN RIVER,GREEN RIVER,201,50.30203009,-122.7220188,Stream,100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,119-467100-00000-00000-0000-0000-000-000-000-000-000-000,LOWER FRASER RIVER_SP_1.3,CK-4,CK,Current,46111,LILL,GStr,LILL+GStr
431,DEAN RIVER,DEAN RIVER,975,52.80523156,-126.9686245,Stream,910-302877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-318700-00000-00000-0000-0000-000-000-000-000-000-000,DEAN RIVER,CK-40,CK,Current,51809,BCD,HStr,BCD+HStr
432,BLEE CREEK,BLEE CREEK,1843,52.7447889,-128.7245874,Stream,915-620970-038323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,43814,HecLow,HStr,HecLow+HStr
433,BLOOMFIELD CREEK,,1844,52.85706361,-128.6822633,Stream,915-620970-069823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,43819,HecLow,HStr,HecLow+HStr
434,CANOONA RIVER,CANOONA RIVER,1838,53.07332555,-128.5682631,Stream,915-620970-838586-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-84200-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,42789,NC,HStr,NC+HStr
435,CAPTAIN COVE CREEK,,1931,53.81321606,-130.1717687,Stream,915-672242-692780-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-560200-66500-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,44279,HecLow,HStr,HecLow+HStr
436,CARTER RIVER,CARTER RIVER,1017,52.83917985,-128.3753946,Stream,910-516193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-524600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52019,NC,HStr,NC+HStr
437,EVELYN CREEK,EVELYN CREEK,1906,53.58428483,-128.9555479,Stream,915-685656-720043-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-567300-72300-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,44154,NC,HStr,NC+HStr
438,KISKOSH CREEK,KISKOSH CREEK,1087,53.57668235,-129.3492324,Stream,910-714633-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-721600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52449,HecLow,HStr,HecLow+HStr
439,KITKIATA CREEK,KITKIATA CREEK,1085,53.63855286,-129.2723196,Stream,910-706547-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-713300-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52439,NC,HStr,NC+HStr
440,KITLOPE RIVER,KITLOPE RIVER,7990614,53.23865871,-127.8716627,Stream,910-609623-008239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-617600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,50274,NC,HStr,NC+HStr
441,KOEYE RIVER,KOEYE RIVER,957,51.77628466,-127.8761773,Stream,910-196241-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-212200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,51714,HecLow,HStr,HecLow+HStr
442,KUMEALON CREEK,KUMEALON CREEK,1097,53.87808273,-129.9673568,Stream,910-761557-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-768900-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52499,HecLow,HStr,HecLow+HStr
443,LITTLE CREEK,,1840,52.68909378,-128.5823154,Stream,915-620970-921818-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-92500-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,43274,HecLow,HStr,HecLow+HStr
444,MACNAIR CREEK,MACNAIR CREEK,953,51.71238553,-127.5614832,Stream,910-141302-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-150900-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,51694,HecLow,HStr,HecLow+HStr
445,MUSSEL RIVER,MUSSEL RIVER,1015,52.92057632,-128.0324959,Stream,910-505601-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-514200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52009,NC,HStr,NC+HStr
446,POISON COVE CREEK,POISON COVE CREEK,1014,52.90099197,-128.0214545,Stream,910-504706-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-513400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52004,NC,HStr,NC+HStr
447,QUAAL RIVER,QUAAL RIVER,1086,53.64819487,-129.3034067,Stream,910-707179-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-713900-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-LATE TIMING,CK-41,CK,Current,52444,NC,HStr,NC+HStr
448,AALTANHASH RIVER,AALTANHASH RIVER,1023,53.14655991,-128.477473,Stream,910-543137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-550600-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50229,NC,HStr,NC+HStr
449,ANDERSON CREEK,ANDERSON CREEK,1077,54.01511818,-128.6820198,Stream,910-665607-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-03300-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52399,NC,HStr,NC+HStr
450,ARNOUP CREEK,ARNOUP CREEK,1850,52.97206815,-128.6766942,Stream,915-620970-098362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,43874,NC,HStr,NC+HStr
451,AVELING CREEK,AVELING CREEK,1065,54.25766244,-128.8410014,Stream,910-665062-202827-624986-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-19300-63900-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50439,NC,HStr,NC+HStr
452,BISH CREEK,BISH CREEK,1080,53.92314593,-128.7381649,Stream,910-670931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-677700-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52414,NC,HStr,NC+HStr
453,BOLTON CREEK,BOLTON CREEK,1074,54.22300008,-128.4293137,Stream,910-665062-450719-139962-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-45600-14400-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52384,NC,HStr,NC+HStr
454,BORROWMAN CREEK,,1890,52.737363,-129.2634187,Stream,915-609400-600816-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,3187,HecLow,HStr,HecLow+HStr
455,BRIM RIVER,BRIM RIVER,1036,53.51182731,-128.365566,Stream,910-624006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-632400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50294,NC,HStr,NC+HStr
456,CASCADE RIVER,,983,52.60898926,-127.6268483,Stream,910-336010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-351200-12100-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,3103,NC,HStr,NC+HStr
457,CECIL CREEK,CECIL CREEK,1071,54.2004705,-128.5759748,Stream,910-665062-301715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-30400-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52369,NC,HStr,NC+HStr
458,CHIST CREEK,CHIST CREEK,1072,54.25308507,-128.4965425,Stream,910-665062-410884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-41600-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52374,NC,HStr,NC+HStr
459,DALA RIVER,DALA RIVER,1045,53.84845275,-128.5140991,Stream,910-652931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-661200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50339,NC,HStr,NC+HStr
460,DALLY CREEK,DALLY CREEK,1846,52.88580985,-128.6646799,Stream,915-620970-077655-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-09100-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,43829,NC,HStr,NC+HStr
461,DON CREEK,,1876,52.51110175,-128.9409887,Stream,915-609400-934170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-97900-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,44004,HecLow,HStr,HecLow+HStr
462,DUTHIE CREEK,,1836,52.77874638,-128.2797029,Stream,915-619063-349885-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488000-34300-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,42779,NC,HStr,NC+HStr
463,EAST ARM CREEK,,1871,53.15821842,-128.8934607,Stream,915-620970-720938-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-488300-72600-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,43979,NC,HStr,NC+HStr
464,ELCHO CREEK,ELCHO CREEK,984,52.40058471,-127.5393258,Stream,910-346442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-361300-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51854,NC,HStr,NC+HStr
465,FOCH RIVER,,1083,53.8323825,-129.0927817,Stream,910-697624-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-704200-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52429,NC,HStr,NC+HStr
466,GILTTOYEES CREEK,GILTTOYEES CREEK,1082,53.90056042,-129.026727,Stream,910-688826-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-695400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52424,NC,HStr,NC+HStr
467,GREEN RIVER,,1018,52.99619893,-128.3782571,Stream,910-524956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-533000-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51229,NC,HStr,NC+HStr
468,HIRSCH CREEK,HIRSCH CREEK,1054,54.09023799,-128.6424655,Stream,910-665062-130766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-11700-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50384,NC,HStr,NC+HStr
469,HUMPHRYS CREEK,HUMPHRYS CREEK,1068,54.18322902,-128.5724271,Stream,910-665062-280395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-28200-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50454,NC,HStr,NC+HStr
470,HUNTER CREEK,HUNTER CREEK,1076,54.21800101,-128.2172724,Stream,910-665062-648876-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-65500-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52394,NC,HStr,NC+HStr
471,KAINET CREEK,KAINET CREEK,1010,52.7564471,-127.8771912,Stream,910-490960-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-500000-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51984,NC,HStr,NC+HStr
472,KEMANO RIVER,KEMANO RIVER,1034,53.48393942,-128.124811,Stream,910-618922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-627400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50284,NC,HStr,NC+HStr
473,KHUTZE RIVER,KHUTZE RIVER,1021,53.08524368,-128.4121689,Stream,910-537261-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-545100-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51244,NC,HStr,NC+HStr
474,KILDALA RIVER,KILDALA RIVER,1044,53.82198259,-128.4914246,Stream,910-651837-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-659800-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50334,NC,HStr,NC+HStr
475,KILTUISH RIVER,KILTUISH RIVER,1030,53.32185974,-128.4666393,Stream,910-586176-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-593300-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50264,NC,HStr,NC+HStr
476,KIMSQUIT RIVER,KIMSQUIT RIVER,977,52.88314463,-127.0774113,Stream,910-306442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-322400-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51819,NC,HStr,NC+HStr
477,KITIMAT RIVER,KITIMAT RIVER,1050,54.01089397,-128.6622911,Stream,910-665062-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50364,NC,HStr,NC+HStr
478,KLEKANE RIVER,KLEKANE RIVER,1026,53.24637057,-128.6861102,Stream,910-549050-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-556700-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50244,NC,HStr,NC+HStr
479,KOWESAS RIVER,KOWESAS RIVER,1031,53.33685277,-128.123081,Stream,910-601431-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-608300-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50269,NC,HStr,NC+HStr
480,KWATNA RIVER,KWATNA RIVER,962,52.11187605,-127.3861193,Stream,910-231256-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-246500-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,51739,NC,HStr,NC+HStr
481,LIMESTONE CREEK,,1874,52.69269128,-129.0614199,Stream,915-609400-796322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,915-483500-83800-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,43994,HecLow,HStr,HecLow+HStr
482,LITTLE WEDEENE RIVER,LITTLE WEDEENE RIVER,1057,54.12176551,-128.6185875,Stream,910-665062-182901-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-17000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50399,NC,HStr,NC+HStr
483,MCKAY CREEK,MCKAY CREEK,1073,54.24106279,-128.4507389,Stream,910-665062-450719-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-45600-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,52379,NC,HStr,NC+HStr
484,NALBEELAH CREEK,NALBEELAH CREEK,1067,54.14514993,-128.5883282,Stream,910-665062-224021-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-673500-22900-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50449,NC,HStr,NC+HStr
485,SCOW BAY CREEK,,1025,53.22416356,-128.6625501,Stream,910-548131-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-555800-00000-00000-0000-0000-000-000-000-000-000-000,NORTH AND CENTRAL COAST-EARLY TIMING,CK-42,CK,Current,50239,NC,HStr,NC+HStr
